CategoryID,Segment name,Display,Gmail,Discovery,Search,Shopping,Video
80761,/Travel/Trips by Destination/Trips to Europe/Trips to Portugal/Trips to Faro,NO,YES,YES,YES,NO,YES
80762,/Travel/Trips by Destination/Trips to Europe/Trips to Portugal/Trips to Lisbon,YES,YES,YES,YES,NO,YES
80763,/Travel/Trips by Destination/Trips to Europe/Trips to Portugal/Trips to Porto,YES,YES,YES,YES,NO,YES
80642,/Travel/Trips by Destination/Trips to Europe/Trips to Prague,YES,YES,YES,YES,NO,YES
80764,/Travel/Trips by Destination/Trips to Europe/Trips to Romania,YES,YES,YES,YES,NO,YES
80765,/Travel/Trips by Destination/Trips to Europe/Trips to Sofia,NO,YES,YES,YES,NO,YES
80766,/Travel/Trips by Destination/Trips to Europe/Trips to Spain,YES,YES,YES,YES,NO,YES
80767,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Alicante,NO,YES,YES,YES,NO,YES
80631,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Barcelona,YES,YES,YES,YES,NO,YES
80768,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Bilbao,NO,YES,YES,YES,NO,YES
80769,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Cordoba,NO,YES,YES,YES,NO,YES
80770,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Granada,NO,YES,YES,YES,NO,YES
80639,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Madrid,YES,YES,YES,YES,NO,YES
80771,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Malaga,YES,YES,YES,YES,NO,YES
80772,"/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Mallorca, Ibiza & Balearic Islands",YES,YES,YES,YES,NO,YES
80773,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Seville,YES,YES,YES,YES,NO,YES
80774,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to Valencia,YES,YES,YES,YES,NO,YES
80633,/Travel/Trips by Destination/Trips to Europe/Trips to Spain/Trips to the Canary Islands,YES,YES,YES,YES,NO,YES
80775,/Travel/Trips by Destination/Trips to Europe/Trips to St. Petersburg,YES,YES,YES,YES,NO,YES
80777,/Travel/Trips by Destination/Trips to Europe/Trips to Sweden,YES,YES,YES,YES,NO,YES
80776,/Travel/Trips by Destination/Trips to Europe/Trips to Sweden/Trips to Stockholm,YES,YES,YES,YES,NO,YES
80778,/Travel/Trips by Destination/Trips to Europe/Trips to Switzerland,YES,YES,YES,YES,NO,YES
80779,/Travel/Trips by Destination/Trips to Europe/Trips to Switzerland/Trips to Geneva,YES,YES,YES,YES,NO,YES
80780,/Travel/Trips by Destination/Trips to Europe/Trips to Switzerland/Trips to Zurich,YES,YES,YES,YES,NO,YES
80644,/Travel/Trips by Destination/Trips to Europe/Trips to Turkey,YES,YES,YES,YES,NO,YES
80868,/Travel/Trips by Destination/Trips to Europe/Trips to Turkey/Trips to Ankara,YES,YES,YES,YES,NO,YES
80786,/Travel/Trips by Destination/Trips to Europe/Trips to Turkey/Trips to Antalya,YES,YES,YES,YES,NO,YES
80787,/Travel/Trips by Destination/Trips to Europe/Trips to Turkey/Trips to Istanbul,YES,YES,YES,YES,NO,YES
80870,/Travel/Trips by Destination/Trips to Europe/Trips to Turkey/Trips to Izmir,YES,YES,YES,YES,NO,YES
80788,/Travel/Trips by Destination/Trips to Europe/Trips to Vienna,YES,YES,YES,YES,NO,YES
80781,/Travel/Trips by Destination/Trips to Europe/Trips to the UK,YES,YES,YES,YES,NO,YES
80782,"/Travel/Trips by Destination/Trips to Europe/Trips to the UK/Trips to Birmingham, UK",YES,YES,YES,YES,NO,YES
80783,/Travel/Trips by Destination/Trips to Europe/Trips to the UK/Trips to Edinburgh,YES,YES,YES,YES,NO,YES
80784,/Travel/Trips by Destination/Trips to Europe/Trips to the UK/Trips to Glasgow,YES,YES,YES,YES,NO,YES
80638,"/Travel/Trips by Destination/Trips to Europe/Trips to the UK/Trips to London, UK",YES,YES,YES,YES,NO,YES
80785,"/Travel/Trips by Destination/Trips to Europe/Trips to the UK/Trips to Manchester, UK",YES,YES,YES,YES,NO,YES
80608,/Travel/Trips by Destination/Trips to Latin America,YES,YES,YES,YES,NO,YES
80789,/Travel/Trips by Destination/Trips to Latin America/Trips to Bogota,YES,YES,YES,YES,NO,YES
80790,/Travel/Trips by Destination/Trips to Latin America/Trips to Brazil,YES,YES,YES,YES,NO,YES
80649,/Travel/Trips by Destination/Trips to Latin America/Trips to Brazil/Trips to Rio de Janeiro,YES,YES,YES,YES,NO,YES
80791,/Travel/Trips by Destination/Trips to Latin America/Trips to Brazil/Trips to Salvador,YES,YES,YES,YES,NO,YES
80650,/Travel/Trips by Destination/Trips to Latin America/Trips to Brazil/Trips to SÃ£o Paulo,YES,YES,YES,YES,NO,YES
80645,/Travel/Trips by Destination/Trips to Latin America/Trips to Buenos Aires,YES,YES,YES,YES,NO,YES
80647,/Travel/Trips by Destination/Trips to Latin America/Trips to Costa Rica,YES,YES,YES,YES,NO,YES
80798,/Travel/Trips by Destination/Trips to Latin America/Trips to Guatemala,YES,YES,YES,YES,NO,YES
80799,/Travel/Trips by Destination/Trips to Latin America/Trips to Lima,YES,YES,YES,YES,NO,YES
80648,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico,YES,YES,YES,YES,NO,YES
80800,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Acapulco,YES,YES,YES,YES,NO,YES
80801,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Cancun & Playa del Carmen,YES,YES,YES,YES,NO,YES
80802,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Guadalajara,YES,YES,YES,YES,NO,YES
80803,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Los Cabos,YES,YES,YES,YES,NO,YES
80804,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Mexico City,YES,YES,YES,YES,NO,YES
80805,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Monterrey,YES,YES,YES,YES,NO,YES
80806,/Travel/Trips by Destination/Trips to Latin America/Trips to Mexico/Trips to Puerto Vallarta,YES,YES,YES,YES,NO,YES
80807,/Travel/Trips by Destination/Trips to Latin America/Trips to Panama,YES,YES,YES,YES,NO,YES
80808,/Travel/Trips by Destination/Trips to Latin America/Trips to Santiago,YES,YES,YES,YES,NO,YES
80646,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean,YES,YES,YES,YES,NO,YES
80792,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to Aruba,YES,YES,YES,YES,NO,YES
80793,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to Cuba,YES,YES,YES,YES,NO,YES
80794,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to Jamaica,YES,YES,YES,YES,NO,YES
80795,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to Nassau,NO,YES,YES,YES,NO,YES
80796,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to Puerto Rico,YES,YES,YES,YES,NO,YES
80797,/Travel/Trips by Destination/Trips to Latin America/Trips to the Caribbean/Trips to the Dominican Republic,YES,YES,YES,YES,NO,YES
80610,/Travel/Trips by Destination/Trips to North America,YES,YES,YES,YES,NO,YES
80819,/Travel/Trips by Destination/Trips to North America/Trips to Canada,YES,YES,YES,YES,NO,YES
80820,/Travel/Trips by Destination/Trips to North America/Trips to Canada/Trips to Calgary,YES,YES,YES,YES,NO,YES
80671,/Travel/Trips by Destination/Trips to North America/Trips to Canada/Trips to Montreal,YES,YES,YES,YES,NO,YES
80821,/Travel/Trips by Destination/Trips to North America/Trips to Canada/Trips to Ottawa,YES,YES,YES,YES,NO,YES
80688,/Travel/Trips by Destination/Trips to North America/Trips to Canada/Trips to Toronto,YES,YES,YES,YES,NO,YES
80689,/Travel/Trips by Destination/Trips to North America/Trips to Canada/Trips to Vancouver,YES,YES,YES,YES,NO,YES
80822,/Travel/Trips by Destination/Trips to North America/Trips to the US,YES,YES,YES,YES,NO,YES
80823,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Alaska,YES,YES,YES,YES,NO,YES
80824,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Albuquerque,YES,YES,YES,YES,NO,YES
80656,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Atlanta,YES,YES,YES,YES,NO,YES
80825,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Atlantic City,NO,YES,YES,YES,NO,YES
80657,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Austin,YES,YES,YES,YES,NO,YES
80826,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Baltimore,YES,YES,YES,YES,NO,YES
80867,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Birmingham, AL",YES,YES,YES,YES,NO,YES
80658,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Boston,YES,YES,YES,YES,NO,YES
80827,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Buffalo-Rochester Area,YES,YES,YES,YES,NO,YES
80828,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to California,YES,YES,YES,YES,NO,YES
80668,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to California/Trips to Los Angeles,YES,YES,YES,YES,NO,YES
80676,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to California/Trips to Orange County, CA",YES,YES,YES,YES,NO,YES
80683,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to California/Trips to San Diego,YES,YES,YES,YES,NO,YES
80684,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to California/Trips to San Francisco Bay Area,YES,YES,YES,YES,NO,YES
80829,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Charleston, SC",YES,YES,YES,YES,NO,YES
80659,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Charlotte,YES,YES,YES,YES,NO,YES
80660,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Chicago,YES,YES,YES,YES,NO,YES
80830,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Cincinnati,YES,YES,YES,YES,NO,YES
80831,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Cleveland,YES,YES,YES,YES,NO,YES
80832,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Columbus,YES,YES,YES,YES,NO,YES
80661,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Dallas-Fort Worth,YES,YES,YES,YES,NO,YES
80662,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Denver,YES,YES,YES,YES,NO,YES
80663,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Detroit,YES,YES,YES,YES,NO,YES
80833,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida,YES,YES,YES,YES,NO,YES
80664,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Fort Lauderdale,YES,YES,YES,YES,NO,YES
80834,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Fort Myers,YES,YES,YES,YES,NO,YES
80835,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Jacksonville,YES,YES,YES,YES,NO,YES
80836,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Key West,YES,YES,YES,YES,NO,YES
80669,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Miami,YES,YES,YES,YES,NO,YES
80677,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Orlando,YES,YES,YES,YES,NO,YES
80851,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Pensacola,NO,YES,YES,YES,NO,YES
80687,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Florida/Trips to Tampa Bay Area,YES,YES,YES,YES,NO,YES
80837,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Gatlinburg,NO,YES,YES,YES,NO,YES
80862,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Greenville, SC",NO,YES,YES,YES,NO,YES
80838,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Hartford,YES,YES,YES,YES,NO,YES
80665,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Hawaii,YES,YES,YES,YES,NO,YES
80839,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Hawaii/Trips to Maui,YES,YES,YES,YES,NO,YES
80840,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Hawaii/Trips to Oahu,YES,YES,YES,YES,NO,YES
80841,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Hawaii/Trips to the Big Island,YES,YES,YES,YES,NO,YES
80666,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Houston,YES,YES,YES,YES,NO,YES
80842,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Indianapolis,YES,YES,YES,YES,NO,YES
80843,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Kansas City,YES,YES,YES,YES,NO,YES
80667,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Las Vegas,YES,YES,YES,YES,NO,YES
80872,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Little Rock,NO,YES,YES,YES,NO,YES
80844,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Louisville,YES,YES,YES,YES,NO,YES
80845,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Memphis,YES,YES,YES,YES,NO,YES
80846,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Milwaukee,YES,YES,YES,YES,NO,YES
80670,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Minneapolis-Saint Paul,YES,YES,YES,YES,NO,YES
80672,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Myrtle Beach & Grand Strand,YES,YES,YES,YES,NO,YES
80673,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Nashville,YES,YES,YES,YES,NO,YES
80674,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to New Orleans,YES,YES,YES,YES,NO,YES
80675,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to New York City,YES,YES,YES,YES,NO,YES
80847,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Norfolk-Virginia Beach Region,YES,YES,YES,YES,NO,YES
80848,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Ocean City, MD",NO,YES,YES,YES,NO,YES
80849,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Oklahoma City,YES,YES,YES,YES,NO,YES
80850,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Omaha,NO,YES,YES,YES,NO,YES
80678,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Philadelphia,YES,YES,YES,YES,NO,YES
80679,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Phoenix,YES,YES,YES,YES,NO,YES
80852,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Pittsburgh,YES,YES,YES,YES,NO,YES
80680,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Portland, OR",YES,YES,YES,YES,NO,YES
80853,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Raleigh-Durham Area,YES,YES,YES,YES,NO,YES
80854,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Reno,YES,YES,YES,YES,NO,YES
80855,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Richmond, VA",YES,YES,YES,YES,NO,YES
80681,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Salt Lake City,YES,YES,YES,YES,NO,YES
80682,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to San Antonio,YES,YES,YES,YES,NO,YES
80856,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Savannah,NO,YES,YES,YES,NO,YES
80685,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Seattle,YES,YES,YES,YES,NO,YES
80686,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to St. Louis,YES,YES,YES,YES,NO,YES
80857,/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Tucson,YES,YES,YES,YES,NO,YES
80690,"/Travel/Trips by Destination/Trips to North America/Trips to the US/Trips to Washington, D.C.",YES,YES,YES,YES,NO,YES
80609,/Travel/Trips by Destination/Trips to the Middle East & Africa,YES,YES,YES,YES,NO,YES
80809,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Doha,NO,YES,YES,YES,NO,YES
80651,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Egypt,YES,YES,YES,YES,NO,YES
80652,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Israel,YES,YES,YES,YES,NO,YES
80810,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Jeddah,NO,YES,YES,YES,NO,YES
80811,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Jordan,YES,YES,YES,YES,NO,YES
80812,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Kenya,YES,YES,YES,YES,NO,YES
80871,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Kuwait,YES,YES,YES,YES,NO,YES
80813,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Lebanon,YES,YES,YES,YES,NO,YES
80653,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Morocco,YES,YES,YES,YES,NO,YES
80869,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Riyadh,NO,YES,YES,YES,NO,YES
80654,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to South Africa,YES,YES,YES,YES,NO,YES
80814,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to South Africa/Trips to Cape Town,YES,YES,YES,YES,NO,YES
80815,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to South Africa/Trips to Johannesburg,YES,YES,YES,YES,NO,YES
80816,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to Tehran,NO,YES,YES,YES,NO,YES
80655,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to the United Arab Emirates,YES,YES,YES,YES,NO,YES
80817,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to the United Arab Emirates/Trips to Abu Dhabi,NO,YES,YES,YES,NO,YES
80818,/Travel/Trips by Destination/Trips to the Middle East & Africa/Trips to the United Arab Emirates/Trips to Dubai,NO,YES,YES,YES,NO,YES
80866,/Travel/Vacation Packages,YES,YES,NO,NO,NO,NO